#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-29T14:50:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6061e8d27096	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#-out=Rper
#-out=LPH
#-out=w
#-out=Ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
#Column	Rper	(F10.2)	[187/1520000]? Average variability amplitude within 1 period	[ucd=phot.mag;arith.ratio]
#Column	LPH	(F6.3)	[0.01/1.82]? Local Peak Height of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F7.4)	[0/1]? Assigned weight (2)	[ucd=stat.weight;phys.atmol.weight]
#Column	Ref	(I1)	? T_eff_ and log(g) source flag (3) [NULL integer written as an empty string]	[ucd=meta.bib]
#Column	_RA	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;KIC;Teff;log(g);Mass;Prot;e_Prot;n_Prot;Rper;LPH;w;Ref;_RA;_DE
291.2022100;+36.8509481; 1162051;6223; 4.02; 1.1782;19.388; 0.163;   ;   3306.54; 0.538; 0.3045;0;291.20221;+36.85095
291.3518100;+36.8814089; 1162715;6167; 3.94; 1.1598; 6.625; 0.030;   ;  13266.86; 1.300; 0.6954;0;291.35181;+36.88141
291.4366500;+36.8199689; 1163090;4762; 4.57; 0.7719;15.726; 0.136;   ;  18717.59; 1.288; 0.7148;0;291.43665;+36.81997
291.4819300;+36.8342289; 1163303;4862; 4.58; 0.7983; 9.972; 0.045;   ;  14884.17; 1.455; 0.7610;0;291.48193;+36.83423
291.5464500;+36.8554689; 1163579;6218; 4.14; 1.1766; 5.429; 0.050;   ;  13013.54; 1.426; 0.7250;0;291.54645;+36.85547
291.6298800;+36.8229789; 1163994;4466; 4.61; 0.6908;28.638; 0.355;   ;   4272.73; 0.491; 0.3122;0;291.62988;+36.82298
291.7051100;+36.8771900; 1164356;5199; 4.49; 0.8857;15.287; 0.047;   ;  18009.54; 1.147; 0.6730;0;291.70511;+36.87719
291.7056600;+36.8479800; 1164363;5692; 4.04; 1.0171; 8.092; 0.129;   ;  11371.43; 1.200; 0.6778;0;291.70566;+36.84798
290.7321800;+36.9924889; 1292018;5236; 4.49; 0.8953;22.179; 0.229;   ;   3659.84; 0.613; 0.4139;0;290.73218;+36.99249
290.9109200;+36.9151689; 1292666;6284; 3.81; 1.1988;18.437; 0.471;   ;   6084.20; 0.683; 0.3817;0;290.91092;+36.91517
291.1849100;+36.9663311; 1293671;4954; 4.50; 0.8223;51.563; 2.747;   ;   4069.72; 0.617; 0.2973;0;291.18491;+36.96633
291.2262600;+36.9748189; 1293861;5004; 4.64; 0.8353;31.806; 1.549;   ;   5529.46; 0.500; 0.3358;0;291.22626;+36.97482
291.2382500;+36.9455111; 1293907;5035; 4.53; 0.8433;26.547; 0.069;   ;   4090.43; 0.720; 0.4804;0;291.23825;+36.94551
291.2561300;+36.9365619; 1293993;5012; 4.57; 0.8374;21.216; 0.243;   ;   4154.32; 0.756; 0.4759;0;291.25613;+36.93656
291.4913900;+36.9984700; 1295069;5231; 4.60; 0.8940;17.187; 0.540;   ;   7027.75; 0.961; 0.5884;0;291.49139;+36.99847
291.5141000;+36.9684181; 1295195;4824; 4.58; 0.7883;22.334; 0.042;   ;  10487.71; 0.978; 0.6123;0;291.51410;+36.96842
291.5360400;+36.9963000; 1295289;4891; 4.69; 0.8059; 9.790; 0.014;   ;  15009.28; 1.138; 0.6010;0;291.53604;+36.99630
291.5441600;+36.9220700; 1295333;5209; 4.50; 0.8883;19.292; 0.085;   ;   6699.56; 0.588; 0.3694;0;291.54416;+36.92207
291.5976900;+36.9822200; 1295597;6404; 4.09; 1.2410;13.498; 0.089;   ;   3911.73; 0.629; 0.3676;0;291.59769;+36.98222
291.7230800;+36.9744681; 1296255;5828; 4.49; 1.0558; 4.721; 0.012;   ;  16143.32; 1.335; 0.7088;0;291.72308;+36.97447
291.7813400;+36.9530111; 1296491;5269; 4.46; 0.9039;26.997; 0.761;   ;   7352.35; 0.566; 0.3878;0;291.78134;+36.95301
291.8428000;+36.9555700; 1296787;4731; 4.57; 0.7636;10.002; 0.025;   ;  18443.64; 1.264; 0.6559;0;291.84280;+36.95557
291.9034400;+36.9473800; 1297058;5135; 4.52; 0.8692;27.257; 0.235;   ;   8542.66; 0.778; 0.4764;0;291.90344;+36.94738
291.9266700;+36.9697300; 1297166;4567; 4.64; 0.7191;19.382; 0.122;   ;  14148.80; 1.148; 0.6755;0;291.92667;+36.96973
291.9667100;+36.9686089; 1297347;5222; 4.50; 0.8917;13.357; 0.010;   ;  13759.32; 0.961; 0.5525;0;291.96671;+36.96861
290.6430100;+37.0751111; 1429092;5314; 4.62; 0.9156; 9.171; 0.065;   ;   9732.54; 1.280; 0.6896;0;290.64301;+37.07511
290.6541700;+37.0817989; 1429153;5038; 4.49; 0.8441;21.682; 0.407;   ;   3986.42; 0.504; 0.3089;0;290.65417;+37.08180
290.7562600;+37.0898089; 1429589;5927; 4.12; 1.0849;65.337;15.760;SM2;   1439.63; 0.609; 0.2691;0;290.75626;+37.08981
290.8282500;+37.0279311; 1429893;4980; 4.58; 0.8291;35.564; 0.989;   ;   1576.39; 0.531; 0.3155;0;290.82825;+37.02793
290.9349700;+37.0535319; 1430330;4550; 4.63; 0.7143;44.596;10.034;   ;   3786.41; 0.484; 0.2552;0;290.93497;+37.05353
291.3442100;+37.0126111; 1432022;5483; 4.77; 0.9602;24.633; 4.933;   ;   3933.73; 0.361; 0.2770;0;291.34421;+37.01261
291.3604400;+37.0992089; 1432091;5514; 4.64; 0.9685; 4.685; 0.012;   ;   3329.81; 0.886; 0.5015;0;291.36044;+37.09921
291.3960600;+37.0220719; 1432278;5527; 4.58; 0.9720;14.760; 0.024;   ;  15563.22; 1.103; 0.6450;0;291.39606;+37.02207
291.4322800;+37.0934911; 1432469;5831; 4.02; 1.0566;24.726; 0.835;   ;   3214.72; 0.548; 0.3260;0;291.43228;+37.09349
291.4499800;+37.0577389; 1432551;5806; 4.00; 1.0494;12.041; 1.365;   ;  11275.74; 1.127; 0.6509;0;291.44998;+37.05774
291.5117500;+37.0731200; 1432847;4711; 4.60; 0.7583;17.588; 0.025;   ;  18224.84; 1.124; 0.6466;0;291.51175;+37.07312
291.5516700;+37.0120811; 1433040;4870; 4.61; 0.8004;28.315; 0.188;   ;   6379.51; 0.908; 0.5286;0;291.55167;+37.01208
291.5633900;+37.0401119; 1433104;4463; 4.65; 0.6899;24.223; 0.063;   ;  19768.12; 1.323; 0.6450;0;291.56339;+37.04011
291.6901200;+37.0544200; 1433642;5345; 4.41; 0.9237;12.757; 0.011;   ;  10534.11; 1.077; 0.6230;0;291.69012;+37.05442
291.7482300;+37.0350800; 1433899;5198; 4.55; 0.8855;11.317; 0.096;   ;   9880.90; 1.446; 0.7272;0;291.74823;+37.03508
291.8237300;+37.0183181; 1434259;6257; 4.39; 1.1897; 8.727; 0.016;   ;   1769.42; 1.009; 0.5844;0;291.82373;+37.01832
291.8270300;+37.0807419; 1434277;5927; 4.09; 1.0849;10.446; 0.033;   ;  13959.80; 1.302; 0.6866;0;291.82703;+37.08074
291.8286100;+37.0099489; 1434286;6267; 4.04; 1.1931;11.983; 0.184;   ;   5295.13; 0.961; 0.5381;0;291.82861;+37.00995
291.9274900;+37.0263289; 1434708;5472; 4.30; 0.9572;19.526; 0.406;   ;   6448.33; 0.769; 0.5204;0;291.92749;+37.02633
291.9816000;+37.0306211; 1434976;4674; 4.65; 0.7483;32.071; 5.171;   ;   5114.26; 0.415; 0.2933;0;291.98160;+37.03062
292.0384200;+37.0649189; 1435260;4624; 4.50; 0.7347;22.376; 0.169;   ;   7391.15; 0.794; 0.4875;0;292.03842;+37.06492
292.0417800;+37.0230219; 1435272;6434; 4.11; 1.2518; 5.579; 0.067;   ;   1056.49; 0.449; 0.3413;0;292.04178;+37.02302
292.2210100;+37.0974081; 1436140;5052; 4.58; 0.8477;25.385; 0.084;   ;   8071.84; 0.676; 0.4692;0;292.22101;+37.09741
290.6606400;+37.1282081; 1570026;5669; 3.83; 1.0107;22.514; 0.217;   ;    952.90; 0.424; 0.2991;0;290.66064;+37.12821
290.6838700;+37.1398511; 1570150;6200; 4.32; 1.1706; 1.894; 0.004;   ;  11159.12; 1.435; 0.7507;0;290.68387;+37.13985
290.6961400;+37.1788600; 1570191;5553; 4.33; 0.9790;18.647; 0.201;   ;   4769.59; 0.830; 0.5347;0;290.69614;+37.17886
290.7326400;+37.1080400; 1570349;5639; 4.64; 1.0024; 0.585; 0.003;   ;   1807.75; 1.044; 0.5641;0;290.73264;+37.10804
290.7581500;+37.1433300; 1570466;5715; 4.30; 1.0236; 8.637; 0.019;   ;  12274.47; 1.204; 0.6870;0;290.75815;+37.14333
290.7747500;+37.1491811; 1570529;5250; 4.70; 0.8990;19.862; 0.230;   ;   6195.52; 0.765; 0.4971;0;290.77475;+37.14918
290.8635900;+37.1260411; 1570924;4923; 4.55; 0.8142; 3.234; 0.008;   ;  82347.63; 0.594; 0.3315;0;290.86359;+37.12604
290.8851000;+37.1965411; 1571003;4816; 4.43; 0.7862; 9.726; 0.066;   ;   3745.29; 1.017; 0.5455;0;290.88510;+37.19654
291.1379700;+37.1785389; 1572114;5350; 4.52; 0.9250;11.129; 0.367;BQR;   4238.37; 0.610; 0.3628;0;291.13797;+37.17854
291.2076700;+37.1376989; 1572433;4540; 4.61; 0.7116;33.064; 1.612;   ;   6671.49; 0.703; 0.4415;0;291.20767;+37.13770
291.2376700;+37.1487811; 1572558;5926; 4.00; 1.0846; 3.995; 0.026;   ;   5602.39; 1.148; 0.6356;0;291.23767;+37.14878
291.3174700;+37.1631011; 1572895;5887; 4.05; 1.0730;26.052; 0.314;   ;   2266.41; 0.698; 0.3916;0;291.31747;+37.16310
291.4840700;+37.1009711; 1573742;6497; 4.07; 1.2751; 8.613; 0.026;   ;   3516.91; 0.694; 0.4225;0;291.48407;+37.10097
291.5024400;+37.1775089; 1573836;6283; 4.13; 1.1985; 3.562; 0.004;   ;   1155.08; 0.868; 0.5624;0;291.50244;+37.17751
291.6657400;+37.1126789; 1574646;6429; 4.01; 1.2500;19.251; 0.748;   ;   1165.57; 0.990; 0.5037;0;291.66574;+37.11268
291.7295200;+37.1157989; 1574944;4766; 4.59; 0.7730;17.665; 0.055;   ;  18094.54; 1.105; 0.6386;0;291.72952;+37.11580
291.8614200;+37.1715700; 1575580;6095; 4.05; 1.1366;15.968; 0.671;   ;   2328.63; 0.636; 0.3931;0;291.86142;+37.17157
291.9726900;+37.1558000; 1576108;5996; 4.06; 1.1058;22.556; 0.087;   ;   3537.00; 0.570; 0.3305;0;291.97269;+37.15580
292.1104400;+37.1411289; 1576796;6147; 4.02; 1.1533;10.924; 0.013;   ;  13130.66; 1.096; 0.6049;0;292.11044;+37.14113
292.1459700;+37.1679919; 1576970;5451; 4.58; 0.9517;22.296; 0.344;   ;   7366.30; 0.595; 0.4280;0;292.14597;+37.16799
292.2116700;+37.1833500; 1577315;5192; 4.44; 0.8839;17.981; 0.140;   ;   8408.96; 1.101; 0.6445;0;292.21167;+37.18335
290.5734900;+37.2279700; 1717515;4964; 4.56; 0.8249;29.251; 4.049;   ;   5047.56; 0.512; 0.3761;0;290.57349;+37.22797
290.6843300;+37.2250100; 1717999;4859; 4.55; 0.7975;29.431; 0.401;   ;   7018.21; 0.968; 0.5359;0;290.68433;+37.22501
290.7677900;+37.2917100; 1718354;6490; 4.23; 1.2725; 1.620; 0.004;   ;   1250.92; 0.616; 0.4476;0;290.76779;+37.29171
290.7708700;+37.2357600; 1718367;5060; 4.60; 0.8498;16.385; 0.076;SM2;  18887.52; 0.636; 0.3732;0;290.77087;+37.23576
290.7813700;+37.2769581; 1718401;6134; 4.59; 1.1491; 6.980; 0.247;   ;   1488.21; 0.515; 0.3797;0;290.78137;+37.27696
290.8115500;+37.2335281; 1718520;5697; 3.95; 1.0185; 5.613; 0.005;   ;  12243.63; 1.236; 0.6707;0;290.81155;+37.23353
290.8900800;+37.2587589; 1718828;6298; 4.15; 1.2037;22.069; 0.408;   ;    600.64; 0.505; 0.2690;0;290.89008;+37.25876
290.9248700;+37.2111819; 1718985;5640; 4.33; 1.0027;13.941; 0.110;   ;   6676.35; 1.032; 0.6261;0;290.92487;+37.21118
290.9738800;+37.2921300; 1719166;4731; 4.62; 0.7636;17.815; 0.144;   ;  19521.36; 1.375; 0.6917;0;290.97388;+37.29213
291.0216100;+37.2765811; 1719358;4781; 4.58; 0.7769;13.643; 0.028;   ;  11869.43; 1.213; 0.6604;0;291.02161;+37.27658
291.1065400;+37.2025789; 1719697;6032; 4.44; 1.1169; 5.597; 0.044;   ;   6788.61; 1.160; 0.6709;0;291.10654;+37.20258
291.1770900;+37.2857589; 1719974;6033; 4.40; 1.1172;14.064; 0.118;   ;   2026.50; 0.635; 0.4225;0;291.17709;+37.28576
291.2360500;+37.2976681; 1720196;4706; 4.58; 0.7569;12.478; 0.064;   ;   6889.22; 1.079; 0.5839;0;291.23605;+37.29767
291.5475800;+37.2803311; 1721558;5561; 4.48; 0.9811; 6.256; 0.023;   ;   9132.59; 1.218; 0.6593;0;291.54758;+37.28033
291.5590800;+37.2830389; 1721614;5984; 4.28; 1.1021; 1.453; 0.009;   ;  31191.23; 1.512; 0.7559;0;291.55908;+37.28304
291.5961600;+37.2636411; 1721795;6305; 4.25; 1.2061; 0.887; 0.008;   ;   1229.88; 0.530; 0.3572;0;291.59616;+37.26364
291.6146200;+37.2209700; 1721879;5788; 4.44; 1.0443;14.436; 2.476;   ;   2129.73; 0.365; 0.2608;0;291.61462;+37.22097
291.7910500;+37.2003289; 1722735;5713; 4.65; 1.0230; 1.993; 0.005;   ;   8031.37; 1.295; 0.6683;0;291.79105;+37.20033
291.8067300;+37.2102389; 1722816;6251; 4.25; 1.1876; 4.628; 0.596;   ;    971.79; 0.417; 0.3093;0;291.80673;+37.21024
292.0188900;+37.2055700; 1723845;5521; 4.45; 0.9704; 9.373; 0.013;   ;  18678.93; 1.393; 0.7348;0;292.01889;+37.20557
292.0339100;+37.2181400; 1723908;5764; 4.26; 1.0374;19.416; 1.114;   ;   3034.06; 0.612; 0.4106;0;292.03391;+37.21814
292.0522200;+37.2419889; 1723978;5653; 4.50; 1.0063; 8.703; 0.020;   ;  13407.17; 1.113; 0.6412;0;292.05222;+37.24199
292.0559400;+37.2473300; 1723993;5312; 4.21; 0.9151;10.524; 0.018;   ;  11730.02; 1.094; 0.6094;0;292.05594;+37.24733
292.2047400;+37.2754589; 1724720;5464; 4.37; 0.9551;24.050; 0.426;   ;   3364.80; 0.428; 0.3254;0;292.20474;+37.27546
292.2548200;+37.2503200; 1724975;5107; 4.06; 0.8619;10.734; 0.059;   ;  10881.99; 1.384; 0.7485;0;292.25482;+37.25032
292.2856400;+37.2403411; 1725133;5768; 4.49; 1.0385; 1.790; 0.003;   ;   2151.55; 0.628; 0.3749;0;292.28564;+37.24034
292.2967800;+37.2268711; 1725207;5937; 4.27; 1.0879; 1.829; 0.005;   ;   7140.76; 0.980; 0.5544;0;292.29678;+37.22687
292.3322100;+37.2630811; 1725376;5579; 4.59; 0.9860;11.728; 0.324;   ;   9750.72; 1.057; 0.6346;0;292.33221;+37.26308
292.3930100;+37.2152481; 1725688;5439; 4.39; 0.9485; 9.042; 2.002;   ;   3891.26; 0.735; 0.4345;0;292.39301;+37.21525
292.4601400;+37.2241100; 1725997;5671; 4.64; 1.0113;13.065; 0.559;   ;   5323.71; 0.654; 0.4341;0;292.46014;+37.22411
292.4700300;+37.2644200; 1726035;5347; 4.53; 0.9243;22.217; 0.156;   ;   4841.51; 0.772; 0.5097;0;292.47003;+37.26442
286.1235000;+37.3418011; 1849159;5944; 4.22; 1.0900;46.053; 1.450;   ;    452.82; 0.659; 0.3208;0;286.12350;+37.34180
286.1507600;+37.3790819; 1849238;5255; 4.94; 0.9003;27.167; 5.824;   ;   2606.75; 0.613; 0.4070;0;286.15076;+37.37908
286.1929000;+37.3081889; 1849386;6013; 4.46; 1.1110; 8.984; 0.031;   ;  11496.28; 1.218; 0.6749;0;286.19290;+37.30819
286.2251000;+37.3705100; 1849500;5949; 4.56; 1.0915;14.927; 2.345;   ;   2806.25; 0.515; 0.3739;0;286.22510;+37.37051
286.2403000;+37.3046300; 1849547;5397; 4.48; 0.9374;21.583; 0.069;   ;   9667.46; 1.131; 0.6019;0;286.24030;+37.30463
286.2504000;+37.3989411; 1849581;6202; 4.29; 1.1713; 8.706; 0.259;   ;    522.26; 0.307; 0.2618;0;286.25040;+37.39894
286.2612900;+37.3052411; 1849610;5269; 4.64; 0.9039;26.446; 1.180;   ;   3590.76; 0.474; 0.3551;0;286.26129;+37.30524
286.3118600;+37.3518219; 1849785;5735; 4.49; 1.0292;12.454; 1.546;   ;   4140.11; 0.589; 0.3963;0;286.31186;+37.35182
286.3428600;+37.3424611; 1849885;5506; 4.33; 0.9663;23.856; 3.666;   ;   1866.94; 0.480; 0.3455;0;286.34286;+37.34246
290.4557500;+37.3363689; 1864087;5585; 4.54; 0.9877;19.181; 0.055;   ;   6100.45; 0.703; 0.4813;0;290.45575;+37.33637
290.4671300;+37.3749081; 1864124;6074; 4.22; 1.1300; 7.284; 0.047;   ;    627.70; 0.675; 0.4650;0;290.46713;+37.37491
290.5099200;+37.3730811; 1864305;5326; 4.54; 0.9188;17.577; 0.084;   ;  11221.86; 0.991; 0.6217;0;290.50992;+37.37308
290.6602200;+37.3948589; 1864951;6072; 4.42; 1.1293; 8.633; 1.405;   ;   2087.21; 0.343; 0.2598;0;290.66022;+37.39486
290.7048000;+37.3925900; 1865136;6021; 4.37; 1.1134;14.219; 0.234;   ;    610.62; 0.407; 0.3003;0;290.70480;+37.39259
290.7139300;+37.3832889; 1865174;5295; 4.93; 0.9107;16.112; 3.049;   ;   5272.27; 0.568; 0.3492;0;290.71393;+37.38329
290.7190200;+37.3131289; 1865206;5160; 4.73; 0.8757;22.790; 0.434;   ;   7292.03; 1.080; 0.5911;0;290.71902;+37.31313
290.7410900;+37.3602789; 1865305;6233; 4.10; 1.1816; 8.270; 0.012;   ;   2801.06; 1.323; 0.6746;0;290.74109;+37.36028
290.7486600;+37.3567889; 1865325;5071; 3.79; 0.8526;40.123; 0.367;   ;   3743.47; 0.625; 0.3302;0;290.74866;+37.35679
290.7859800;+37.3112300; 1865477;4855; 4.54; 0.7965;36.879; 0.213;   ;   9149.79; 0.605; 0.3525;0;290.78598;+37.31123
290.7939500;+37.3681111; 1865519;6080; 3.75; 1.1319; 9.839; 0.999;   ;   1128.73; 0.324; 0.2602;0;290.79395;+37.36811
290.8322100;+37.3407100; 1865674;5272; 4.57; 0.9047;14.861; 0.078;   ;  23066.16; 1.155; 0.6813;0;290.83221;+37.34071
290.8381700;+37.3425600; 1865698;5197; 4.50; 0.8852;14.320; 0.020;   ;   9822.37; 1.090; 0.6274;0;290.83817;+37.34256
290.8730500;+37.3621789; 1865864;4675; 4.56; 0.7486;21.602; 0.105;   ;  19656.60; 1.065; 0.6400;0;290.87305;+37.36218
290.8914500;+37.3496819; 1865925;4530; 4.56; 0.7088;22.505; 0.051;   ;  14473.20; 1.024; 0.6290;0;290.89145;+37.34968
290.9203800;+37.3676189; 1866058;4538; 4.53; 0.7110;23.895; 0.110;   ;  17318.55; 1.024; 0.6113;0;290.92038;+37.36762
290.9484600;+37.3183289; 1866182;4711; 4.07; 0.7583;11.290; 0.775;   ;  16344.90; 1.308; 0.6874;0;290.94846;+37.31833
291.1475800;+37.3855711; 1866985;5055; 4.51; 0.8485;12.966; 0.139;   ;   9840.79; 1.179; 0.6496;0;291.14758;+37.38557
291.1804500;+37.3522911; 1867120;6027; 4.38; 1.1153;62.747; 4.098;   ;    973.17; 0.576; 0.2516;0;291.18045;+37.35229
291.2009600;+37.3802911; 1867210;4918; 4.53; 0.8129;16.439; 0.034;   ;   5853.12; 1.325; 0.6961;0;291.20096;+37.38029
291.2642500;+37.3829119; 1867462;4431; 4.54; 0.6808;16.527; 0.144;   ;   4201.95; 0.809; 0.4626;0;291.26425;+37.38291
291.2791400;+37.3874211; 1867521;5116; 4.43; 0.8643;16.820; 0.016;   ;  14716.36; 1.335; 0.6754;0;291.27914;+37.38742
291.3099400;+37.3813900; 1867630;6443; 4.21; 1.2551; 0.859; 0.007;   ;    690.70; 0.625; 0.4323;0;291.30994;+37.38139
291.3137200;+37.3872800; 1867645;4694; 4.55; 0.7537;11.928; 0.055;   ;  10690.87; 1.369; 0.7271;0;291.31372;+37.38728
291.3384100;+37.3484119; 1867740;5672; 4.12; 1.0116; 9.671; 0.046;   ;  13347.98; 1.269; 0.7111;0;291.33841;+37.34841
291.5130000;+37.3092189; 1868524;4774; 4.59; 0.7751; 9.771; 0.007;   ;  21777.03; 1.421; 0.7360;0;291.51300;+37.30922
291.5744300;+37.3155400; 1868785;5596; 4.50; 0.9907;24.219; 0.232;   ;   1135.86; 0.388; 0.2741;0;291.57443;+37.31554
291.6625400;+37.3655200; 1869183;5835; 4.14; 1.0578;41.400; 0.126;   ;   1495.27; 0.950; 0.4666;0;291.66254;+37.36552
291.6724200;+37.3466419; 1869231;5457; 4.48; 0.9533; 9.307; 0.042;   ;  13911.49; 1.116; 0.6260;0;291.67242;+37.34664
291.7541500;+37.3117289; 1869607;5725; 3.63; 1.0264;11.052; 0.228;   ;   2386.36; 0.751; 0.4828;0;291.75415;+37.31173
291.7874100;+37.3947600; 1869783;4497; 4.58; 0.6995;26.308; 0.061;   ;  13116.54; 1.214; 0.6171;0;291.78741;+37.39476
291.8225100;+37.3694919; 1869933;5303; 4.44; 0.9128;15.458; 0.031;   ;  21685.57; 1.195; 0.6730;0;291.82251;+37.36949
291.8461000;+37.3771900; 1870028;5816; 3.97; 1.0523;24.609; 0.087;   ;   2195.42; 1.023; 0.5334;0;291.84610;+37.37719
291.9315200;+37.3108481; 1870480;5203; 4.69; 0.8868;15.881; 0.099;   ;  14885.25; 1.237; 0.6777;0;291.93152;+37.31085
292.0279500;+37.3752900; 1870957;5765; 4.33; 1.0377; 6.608; 0.025;   ;   6507.04; 1.384; 0.7471;0;292.02795;+37.37529
292.0531300;+37.3636700; 1871091;5045; 4.49; 0.8459;18.794; 0.252;   ;   7930.28; 0.879; 0.5336;0;292.05313;+37.36367
292.0708900;+37.3039700; 1871176;6023; 4.25; 1.1141; 1.796; 0.005;   ;   6786.38; 1.538; 0.7731;0;292.07089;+37.30397
292.2927200;+37.3202100; 1872192;5465; 4.09; 0.9554; 0.674; 0.006;   ;  52779.64; 1.347; 0.6692;0;292.29272;+37.32021
292.3241600;+37.3060911; 1872349;5102; 4.49; 0.8607;26.383; 0.639;   ;   5991.49; 0.603; 0.4326;0;292.32416;+37.30609
292.3429900;+37.3290100; 1872433;4894; 4.61; 0.8067;24.226; 0.345;   ;   8007.88; 0.978; 0.5826;0;292.34299;+37.32901
292.3599500;+37.3879811; 1872530;5534; 4.51; 0.9739; 6.709; 0.386;   ;  10967.88; 1.126; 0.6201;0;292.35995;+37.38798
292.3660300;+37.3795200; 1872547;5157; 3.78; 0.8749; 9.612; 0.029;   ;   2851.31; 1.036; 0.5609;0;292.36603;+37.37952
292.4184900;+37.3303411; 1872781;4408; 4.47; 0.6742;30.706; 0.151;   ;  12273.22; 0.929; 0.5315;0;292.41849;+37.33034
292.4234300;+37.3125800; 1872802;5129; 4.67; 0.8676;17.136; 0.088;   ;  10590.55; 0.952; 0.5676;0;292.42343;+37.31258
292.4582800;+37.3841089; 1872974;5716; 4.42; 1.0238; 8.953; 0.010;   ;  19875.59; 1.230; 0.7027;0;292.45828;+37.38411
292.6138000;+37.3831411; 1873656;4507; 4.48; 0.7023;11.082; 0.027;   ;   9730.82; 1.292; 0.6786;0;292.61380;+37.38314
292.6786800;+37.3325689; 1873925;5826; 4.68; 1.0552;12.001; 0.403;SM1;   3409.86; 0.480; 0.3333;0;292.67868;+37.33257
292.6938500;+37.3864589; 1873987;5731; 4.34; 1.0281;14.456; 0.054;   ;   2622.96; 1.115; 0.6295;0;292.69385;+37.38646
292.7670600;+37.3650400; 1874365;5429; 4.54; 0.9458; 9.623; 0.048;   ;   1530.95; 0.794; 0.4671;0;292.76706;+37.36504
286.0230400;+37.4936981; 1995089;4451; 4.66; 0.6865;23.583; 0.815;   ;   3880.50; 0.779; 0.4823;0;286.02304;+37.49370
286.0351000;+37.4608000; 1995126;5306; 4.54; 0.9135;24.202; 0.346;   ;   6601.96; 0.656; 0.4526;0;286.03510;+37.46080
286.0419300;+37.4497411; 1995155;5530; 4.45; 0.9728;21.113; 0.470;   ;   6940.66; 0.583; 0.4216;0;286.04193;+37.44974
286.0939600;+37.4822811; 1995340;5815; 4.55; 1.0520;10.101; 0.010;   ;   3735.90; 0.942; 0.5863;0;286.09396;+37.48228
286.0969500;+37.4550019; 1995351;5449; 4.73; 0.9511; 3.268; 0.049;   ;  14090.39; 1.349; 0.6843;0;286.09695;+37.45500
286.1245400;+37.4147989; 1995443;5887; 4.38; 1.0730;16.111; 0.097;   ;   6147.27; 1.005; 0.5725;0;286.12454;+37.41480
286.1528600;+37.4836389; 1995526;5544; 4.56; 0.9766;19.163; 0.335;   ;   5788.03; 0.922; 0.5568;0;286.15286;+37.48364
286.2428300;+37.4948081; 1995840;5284; 4.65; 0.9078;11.928; 0.081;   ;   8762.06; 1.257; 0.7044;0;286.24283;+37.49481
286.2452100;+37.4595411; 1995845;5637; 4.53; 1.0019;17.910; 2.626;   ;   5504.40; 0.594; 0.4334;0;286.24521;+37.45954
